inn,name,employees,employees_norm,okved_main,source,revenue_year,revenue,site,region,phone,email
7715612935,"ООО ""Инлайн Телеком Солюшнс""",155,0.13994910941475827,Торговля оптовая программным обеспечением(46.51.2),"list-org.com, rusprofile.ru",2024,4045060.0,www.inlinetelecom.ru,Г.Москва,+7 (495) 645-44-50,its-edo@inlinetelecom.ru
1828016121,"ООО ""ЭТЗ ""ВЕКТОР""",351,0.638676844783715,Деятельность по подготовке компьютерных систем к эксплуатации(62.02.4),"list-org.com, rusprofile.ru",2024,3549360.0,http://etz-vektor.ru,Удмуртская Республика,+7 (34145) 5-59-99,pmi@etz-vektor.ru
7813215630,"ООО ""СЗСС""",118,0.04580152671755725,"Производство средств защиты информации, а также информационных и телекоммуникационных систем, защищенных с использованием средств защиты информации(26.20.4)","list-org.com, rusprofile.ru",2024,760628.0,http://nwssv.ru,Санкт-Петербург Город,+7 (812) 292-44-99,info@nwssv.ru
6660017837,"АО ""ИСКРА ТЕХНОЛОГИИ""",144,0.11195928753180662,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,4064530.0,https://www.iskratechno.ru,Свердловская Область,+7 (343) 210-69-51,info@iskratechno.ru
7728037545,АО «ММТС-9»,145,0.11450381679389313,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,3344980.0,www.mmts9.ru,Г.Москва,+7 (495) 337-61-66,"diana.dvoretskikh@art.ru, diana.dvoretskikh@rt.ru, e.e.golubeva@rt.ru, e.sergeenko@nw.rt.ru, zlb@mmts9.ru"
1660014361,"АО ""АЙСИЭЛ-КПО ВС""",218,0.30025445292620867,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1297920.0,www.icl.ru,Республика Татарстан (Татарстан),+7 (843) 279-58-23,"info@icl.kazan.ru, vpk@icl.kazan.ru"
7810904409,"АО ""КОМПЬЮТЕРНЫЕ СИСТЕМЫ ДЛЯ БИЗНЕСА""",137,0.09414758269720101,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,413714.0,www.csbi.ru,Г.Санкт-Петербург,+7 (812) 373-05-21,info@csbi.ru
6904008332,АО НИИ ЦПС,377,0.7048346055979644,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,698028.0,www.cps.tver.ru,Тверская Область,+7 (4822) 44-32-44,info@cps.tver.ru
7810207359,"АО ""РИВЦ-ПУЛКОВО""",100,0.0,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,457894.0,www.rivc-pulkovo.ru,Г.Санкт-Петербург,+7 (812) 123-83-76,office@rivc-pulkovo.ru
7727004113,"АО ""ЛАНИТ""",231,0.3333333333333333,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,14109800.0,https://www.lanit.ru,Г.Москва,+7 (495) 967-66-50,lanit@lanit.ru
5032238990,"ГБУ МО ""МОСОБЛГЕОТРЕСТ""",111,0.027989821882951654,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,147421.0,mogt.ru,Московская Область,+7 (495) 387-42-01,"aav@mogt.ru, kremneva@mogt.ru, kremneva@mosreg.ru, kremnevaae@mosreg.ru, popeliukie@mogt.ru"
6320007912,"АО ""ВАЗСИСТЕМ""",179,0.2010178117048346,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,631906.0,http://vazs.ru,Самарская Область,+7 (8482) 32-99-55,"office@vazs.ru, oksana.ermakova@vaz.ru"
7716117203,"ООО ""1520 СИГНАЛ""",240,0.356234096692112,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,6518530.0,http://bombardier.com,Г.Москва,+7 (495) 925-53-70,"natalya.gamayunova@1520signal.ru, oksana.kuptsova@1520signal.ru, oxana.kuptsova@1520signal.ru"
7710250689,"ЗАО ""СПЛАЙН-ЦЕНТР""",195,0.24173027989821882,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,950484.0,www.debet.ru| сплайн.рф,Г.Москва,+7 (495) 755-88-97,"suhova.e@debet.ru, law@debet.ru"
7722144124,"АО ""СПАРГО ТЕХНОЛОГИИ""",428,0.8346055979643766,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,975365.0,www.spargo.ru,Москва Город,+7 (495) 232-41-61,ea_polikarpova@protek.ru
6660121309,"АО ""АСК""",247,0.37404580152671757,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,2733250.0,www.asc-ural.ru,Свердловская Область,+7 (343) 360-05-01,"asc@asc-ural.ru, shabunina@asc-ural.ru, zanchevskiy_v@asc-ural.ru, ponomarev@asc-ural.ru, shabunina@aasc-ural.ru"
6454039137,"АО ""ИНИУС""",121,0.05343511450381679,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,163261.0,http://inius.ru,Саратовская Область,+7 (8452) 45-95-97,post@inius.ru
7813061041,"АО ""КОМИТА""",185,0.21628498727735368,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,415175.0,www.comita.ru,Г.Санкт-Петербург,+7 (812) 528-34-66,"marysya.76@yandex.ru, comita1991@yandex.ru"
7445015325,"АО ""КОНСОМ СКС""",166,0.16793893129770993,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1104730.0,www.konsom.ru,Челябинская Область,+7 (3519) 27-23-88,"zabrodskaya.e@konsom.ru, info@konsom.ru"
7722159459,"АО ""НОВАЯ АФИНА""",157,0.1450381679389313,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1030560.0,www.newathena.ru,Г.Москва,+7 (495) 232-00-50,"info@newathena.ru, moi@prbank.ru, support@prbank.ru"
7809014190,"АО ""СУПЕРТЕЛ""",185,0.21628498727735368,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,2433180.0,www.supertel.ru,Г.Санкт-Петербург,+7 (812) 232-73-21,"buhoao@supertel.ru, info@supertel.ru"
7707314029,"АО ""ЭЛЕКТРОННАЯ МОСКВА""",172,0.183206106870229,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,566376.0,seldon.ru,Г.Москва,+7 (495) 988-22-70,"astapova@em.mos.ru, e-moskva@e-moskva.ru, granovskiy@em.mos.ru, grushetskaya@em.mos.ru, gugkaeva@em, zakupki@em.mos.ru"
7718129300,"ООО ""ИК Ю-СОФТ""",210,0.27989821882951654,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1140900.0,www.usoft.ru,Г.Москва,+7 (495) 974-00-34,"petrakov@usoft.ru, smirnova_na@usoft.ru, smolikova@usoft.ru"
7721103816,"ООО ""ИндаСофт""",230,0.33078880407124683,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1071150.0,www.indusoft.ru,Москва Город,+7 (499) 300-99-87,info@indusoft.ru
7717107991,"ООО ""КРИПТО-ПРО""",153,0.13486005089058525,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,3514300.0,www.cryptopro.ru,Г.Москва,+7 (495) 780-48-20,"buh@crypotopro.ru, ksv@cryptopro.ru"
7723171378,"ООО ""ЛАН-ПРОЕКТ""",176,0.19338422391857507,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1696260.0,http://lan-project.ru,Москва Город,+7 (495) 540-12-75,"7723171378_772301001@eo.tensor.ru, compani@lan-project.ru, company@lan-project.ru, lenas@lan-project.ru, sbelkina@lan-project.ru"
2225013891,"ООО ""НТЦ ГАЛЭКС""",135,0.089058524173028,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,1328150.0,www.galex.ru,Алтайский Край,+7 (3852) 65-37-84,"tatyana_rachyova@galex.ru, info@galex.ru"
7805093681,"ООО ""ЦРТ""",337,0.6030534351145038,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,2798510.0,https://speechpro.com,Санкт-Петербург Город,+7 (812) 325-88-48,"kopteva@speechpro.com, mikhaylova-e@speechpro.com, gileva-r@speechpro.com"
7718064370,"ООО ВФ ""ЭЛНА""",144,0.11195928753180662,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,5141110.0,http://elnavf.ru,Г.Москва,+7 (495) 198-75-61,"buh@elnavf.ru, bux@elnavf.ru, d.krivosheev@elnavf.ru, info@elnavf.ru, o.rybin@elnavf.ru"
7825103271,"ООО НПК ""КАТАРСИС""",111,0.027989821882951654,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1096030.0,http://katharsis.ru,Г.Санкт-Петербург,+7 (812) 380-80-20,"lidia@katharsis.ru, kts@katharsis.ru"
3812023430,"ООО НПФ ""ФОРУС""",173,0.18575063613231552,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,979591.0,http://forus.ru,Иркутская Область,+7 (3952) 25-83-11,"info@forus.ru, aderevyanchuk@forus.ru, lnikiforova@forus.ru, oshishkina@forus.ru, expense@forus.ru"
3123079038,"ООО ""САЙНЕР""",107,0.017811704834605598,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,317459.0,www.sciener.ru,Белгородская Область,+7 (4722) 58-85-55,3123079038_7702@eo.tensor.ru
4029008497,"АО ""АЛГОНТ""",365,0.6743002544529262,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1500750.0,http://algont.ru,Калужская Область,+7 (4842) 73-91-84,"ivanova@algont.ru, inbox@algont.ru, lea@algont.ru"
5836608707,"ООО НТП ""КРИПТОСОФТ""",271,0.4351145038167939,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,678954.0,http://cryptosoft.ru,Пензенская Область,+7 (8412) 56-00-77,"mails@cryptosoft.ru, irrina@criptosoft.ru, finotdel@cryptosoft.ru"
7802020639,"ООО ""РЕКСОФТ""",426,0.8295165394402035,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,2378940.0,www.reksoft.ru,Г.Санкт-Петербург,+7 (812) 325-21-00,"7802020639_780201001@eo.tensor.ru, osmirnova@reksoft.ru"
7708083600,"ФГУП ""ЗАЩИТАИНФОТРАНС""",166,0.16793893129770993,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,2201990.0,www.z-it.ru,Г.Москва,+7 (495) 380-21-50,"m.galeeva@z-it.ru, n.zhuravleva@mail.ru, n.zhuravleva@z-it.ru, gosuslugi@z-it.ru"
7714102360,"АО ""HПО ОПЫТ""",135,0.089058524173028,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,451563.0,www.opyt.ru,Г.Москва,+7 (495) 723-15-14,"dpotemkin@elar.ru, eshcherbakova@elar.ru, info@opit.ru, nroshchenko@elar.ru, office@elar.ru"
7710225450,"ООО ""ВНЕДРЕНЧЕСКИЙ ЦЕНТР""",125,0.06361323155216285,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,803331.0,plbiz.ru,Г.Москва,+7 (495) 250-63-83,chin@rarus.ru
5262084279,"АО ""ТРАНССЕТЬ""",128,0.07124681933842239,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,94511.0,www.transset.ru,Г.Москва,+7 (831) 272-88-80,"286@transset.ru, vlasova_ta@transset.ru"
7725243282,"ООО ""РАМБЛЕР ИНТЕРНЕТ ХОЛДИНГ""",272,0.43765903307888043,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,2783280.0,www.rambler.ru,Г.Москва,+7 (495) 785-17-00,"e.kolodina@rambler-co.ru, e.kultasheva@rambler-co.ru, irina.rumiantseva@rambler-co.ru"
7718162032,"ООО ""ОТР 2000""",292,0.48854961832061067,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,4655440.0,http://otr.ru,Г.Москва,+7 (495) 223-07-99,info@otr.ru
5254024741,"ООО ""ЦЕНТР-СБК""",178,0.1984732824427481,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,399974.0,http://sbk-torg.ru,Нижегородская Область,+7 (8312) 34-49-65,"sergach_rs@bcnn.ru, market@bcnn.ru, gis-zhkh@bcnn.ru"
7702314674,"ООО ""НОРБИТ""",440,0.8651399491094147,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,2670670.0,www.norbit.ru,Г.Москва,+7 (495) 787-29-92,zgulay@norbit.ru
5257053317,"ООО ""МЕРА НН""",183,0.21119592875318066,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,328683.0,www.mera.ru,Нижегородская Область,+7 (831) 278-88-01,"sales@mera.ru, psuslova@mera.ru, ogoryach@mera.ru, request@meranetworks.com"
7736224098,"ООО ""СИ ТИ АЙ""",173,0.18575063613231552,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,3556870.0,http://cti.ru,Г.Москва,+7 (495) 789-65-65,"e.strukova@cti.ru, g.poikovnikova@cti.ru, g.polkovnikova@cti.ru, k.lazareva@cti.ru, l.belyavskaya@c"
1647010390,"ООО ""ЦЕНТР ОБСЛУЖИВАНИЯ БИЗНЕСА""",481,0.9694656488549618,Деятельность по оказанию услуг в области бухгалтерского учета(69.20.2),"list-org.com, rusprofile.ru",2024,484039.0,http://itbsc.ru,Республика Татарстан (Татарстан),+7 (85558) 7-26-67,bsc@kamaz.ru
4345083189,"ООО ""КОНСУЛЬТАНТКИРОВ""",118,0.04580152671755725,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,202671.0,consultantkirov.ru,Кировская Область,+7 (8332) 20-42-40,"conskirov@ptlan.com, zarubina_ln@consultant.kirov.ru, suhanova_em@consultant.kirov.ru"
7707520977,"АО ""НПО ""СПЕЦЭЛЕКТРОМЕХАНИКА""",203,0.26208651399491095,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1490000.0,www.semgroup.ru,Брянская Область,+7 (495) 783-29-80,"zhadyaeva@asuoil.ru, office@asuoil.ru"
7825503960,"ЗАО ""СИ ПРОЕКТ""",247,0.37404580152671757,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,324473.0,www.seaproject.ru,Г.Санкт-Петербург,+7 (812) 740-35-95,info@seaproject.ru
5902128625,"АО ""ПРЕДПРИЯТИЕ В-1336""",174,0.18829516539440203,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,916050.0,www.v-1336.ru,Пермский Край,+7 (342) 212-96-65,"info@v-1336.ru, gosuslugi@v-1336.ru"
1661008650,"ООО ""ТЕХАВТОМАТИКА""",101,0.002544529262086514,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,805131.0,t-a-e.ru,Республика Татарстан (Татарстан),+7 (843) 277-70-70,ceo@t-a-e.ru
7017091200,"ООО ""НПФ ""ИСБ""",113,0.03307888040712468,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,1365890.0,npf-isb.ru,Томская Область,+7 (3822) 70-50-77,office@npf-isb.ru
5009046312,"ООО ""ТЕХНОКАД""",145,0.11450381679389313,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,469843.0,www.technokad.ru,Г.Москва,+7 (495) 543-17-34,"fax@technokad.ru, zva@technokad.ru"
6312052132,"ООО ""СМС-ИТ""",239,0.35368956743002544,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,718539.0,www.sms-it.ru,Самарская Область,+7 (846) 992-73-43,info@sms-it.ru
5260115228,"ООО ""ТЕКОМ""",131,0.07888040712468193,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,293786.0,www.tecomgroup.ru,Нижегородская Область,+7 (8312) 36-61-71,tecom.info@tecomgroup.ru
7806038436,"ООО ""ЛЕСТА""",462,0.9211195928753181,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,5860140.0,http://lesta.ru,Г.Санкт-Петербург,+7 (812) 320-84-45,studio@lesta.ru
7825347630,"АО ""ИСТ""",119,0.04834605597964377,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,961705.0,www.int.spb.ru,Г.Санкт-Петербург,+7 (812) 331-83-99,info@int.spb.ru
2466123347,"ООО ИЦ ""ИСКРА""",122,0.05597964376590331,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,240856.0,iskra-s.ru,Красноярский Край,+7 (391) 252-33-60,info@ic-iskra.ru
5260146265,"ООО ""ЦИТАДЕЛЬ""",361,0.6641221374045801,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,23692600.0,http://mfisoft.ru,Нижегородская Область,+7 (8312) 78-88-88,info@ctdl.ru
7706573045,"АО АПИ ""ВГ""",194,0.23918575063613232,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,660046.0,www.apivg.ru,Москва Город,+7 (495) 225-98-98,veda@apivg.ru
7202010406,"ООО ""ИНГЕОСЕРВИС""",140,0.10178117048346055,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,436389.0,www.ingeos.info,Тюменская Область,+7 (3452) 75-70-90,imerd@ingeos.info
7106021081,"ООО ""ЛУЧИ ЗДОРОВЬЕ""",308,0.5292620865139949,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1174180.0,https://bestdoctor.ru,Г.Москва,+7 (800) 777-05-03,info@bestdoctor.ru
7825679650,"ООО ""СТМ""",135,0.089058524173028,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,437069.0,www.ctm.ru,Г.Санкт-Петербург,+7 (812) 327-85-39,sales@ctm.ru
7444027511,"ООО ""ПАРАДОКС""",109,0.022900763358778626,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,305041.0,citparadox.ru,Челябинская Область,+7 (3519) 41-12-12,info@citparadox.ru
3906083040,"ООО ""СИСТЕМНЫЕ ТЕХНОЛОГИИ""",188,0.22391857506361323,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,492403.0,http://st-mobi.com,Калининградская Область,+7 (4012) 49-71-75,"l.kubikovskaya@systtech.ru, o.semenchatenko@systtech.ru"
7811090505,"ООО ""КОРУС КОНСАЛТИНГ ГК""",107,0.017811704834605598,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1863930.0,korusconsulting.ru,Санкт-Петербург Город,+7 (812) 324-24-57,tender@korusconsulting.ru
7825483961,"ООО ""НТЦ ПРОТЕЙ""",300,0.5089058524173028,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,2812750.0,www.protei.ru,Г.Санкт-Петербург,+7 (812) 274-51-39,tender@protei.ru
7727255565,"ООО ""ЭНЕРГОДИАГНОСТИКА""",133,0.08396946564885496,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,271163.0,http://energo-diagnostika.ru,Г.Москва,+7 (495) 124-27-37,office@energo-diagnostika.ru
5610083053,"ООО ""АСУ ПРО""",313,0.5419847328244275,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,1091340.0,www.asupro.ru,Оренбургская Область,+7 (3532) 76-70-07,mve@asupro.ru
7715560268,"ООО ""ДИАСОФТ""",493,1.0,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,7296670.0,https://www.diasoft.ru,Москва Город,+7 (495) 780-75-75,info@diasoft.ru
7719571260,"ООО""ЛИТРЕС""",198,0.24936386768447838,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,7746590.0,www.litres.ru,Г.Москва,+7 (495) 661-08-93,sukhova@litres.ru
7842339492,"ООО ""ВЦ ""1С-РАРУС-СПБ""",109,0.022900763358778626,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,416785.0,http://taximaster.ru,Г.Санкт-Петербург,+7 (905) 203-96-68,info.spb@rarus.ru
7733568767,"ООО ""РЕГ.РУ""",202,0.2595419847328244,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,3631640.0,www.reg.ru,Г.Москва,+7 (495) 514-05-73,info@reg.ru
7733573894,"АО ""РСИЦ""",192,0.2340966921119593,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,3576040.0,www.nic.ru,Г.Москва,+7 (495) 944-00-40,law-gosuslugi@nic.ru
7730545793,"АО ""НЕТРИС""",203,0.26208651399491095,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1667960.0,www.netris.ru,Г.Москва,+7 (495) 104-67-95,"admin@netris.ru, info@netris.ru"
1660093042,"ООО ""НПО ВС""",372,0.6921119592875318,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1224890.0,npo-vs.ru,Республика Татарстан (Татарстан),+7 (843) 279-51-73,gospochta@icl.kazan.ru
7709716245,"ЗАО ""АЙ КО""",176,0.19338422391857507,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,4417060.0,www.i-core.ru,Г.Москва,+7 (495) 912-10-45,info@i-core.ru
7718620740,"ООО ""ХЭДХАНТЕР""",329,0.5826972010178118,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,36095500.0,https://hh.ru,Москва Город,+7 (495) 974-64-27,press@hh.ru
7703651792,"АО ""АТС""",401,0.7659033078880407,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,3915670.0,http://pbxware.ru,Г.Москва,+7 (495) 967-00-05,"mailbox@rosenergo.com, mailbox@atsenergo.ru"
1655152750,"ООО ""ТатАИСЭнерго""",170,0.178117048346056,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая(62.09)","list-org.com, rusprofile.ru",2024,1263170.0,http://tataisenergo.ru,Республика Татарстан (Татарстан),+7 (843) 291-81-59,office@tataisenergo.ru
7839392506,"ООО ИПЦ  ""КОНСУЛЬТАНТ+АСКОН""",187,0.22137404580152673,Деятельность по созданию и использованию баз данных и информационных ресурсов(63.11.1),"list-org.com, rusprofile.ru",2024,698119.0,www.ascon-spb.ru,Санкт-Петербург Город,+7 (812) 449-81-41,office@ascon.spb.ru
7716643809,"ООО ""АВП Технология""",244,0.366412213740458,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,1892280.0,http://avpbest.ru,Г.Москва,+7 (495) 788-70-84,info@avpt.ru
7705891253,"ООО ""ДЕЛИВЕРИ КЛАБ""",141,0.10432569974554708,Разработка компьютерного программного обеспечения(62.01),"list-org.com, rusprofile.ru",2024,15095100.0,https://www.delivery-club.ru,Г.Москва,+7 (495) 663-77-22,help@delivery-club.ru
